"province","last_updated","data__date","data__change_cases","data__change_fatalities","data__change_tests","data__change_hospitalizations","data__change_criticals","data__change_recoveries","data__change_vaccinations","data__change_vaccinated","data__change_vaccines_distributed","data__total_cases","data__total_fatalities","data__total_tests","data__total_hospitalizations","data__total_criticals","data__total_recoveries","data__total_vaccinations","data__total_vaccinated","data__total_vaccines_distributed"
"","","2020-11-14","5043","58","83169","68","-1","2269","0","null","null","295626","10931","12858122","1795","344","232902","0","null","null"
"","","2020-11-15","4894","52","76031","-15","29","3444","0","null","null","300520","10983","12934153","1780","373","236346","0","null","null"
"","","2020-11-16","4815","75","94669","60","11","3928","0","null","null","305335","11058","13028822","1840","384","240274","0","null","null"
"","","2020-11-17","4492","61","58776","105","19","3865","0","null","null","309827","11119","13087598","1945","403","244139","0","null","null"
"","","2020-11-18","4494","99","87813","64","-4","4169","0","null","null","314321","11218","13175411","2009","399","248308","0","null","null"
"","","2020-11-19","4792","75","97432","18","32","3973","0","null","null","319113","11293","13272843","2027","431","252281","0","null","null"
"","","2020-11-20","5005","73","299634","21","-16","4352","0","null","null","324118","11366","13572477","2048","415","256633","0","null","null"
"","","2020-11-21","5627","70","106844","29","9","2389","0","null","null","329745","11436","13679321","2077","424","259022","0","null","null"
"","","2020-11-22","5288","47","100399","-18","14","5014","0","null","null","335033","11483","13779720","2059","438","264036","0","null","null"
"","","2020-11-23","5554","63","123645","89","8","5153","0","null","null","340587","11546","13903365","2148","446","269189","0","null","null"
"","","2020-11-24","5288","104","84751","70","3","4189","0","null","null","345875","11650","13988116","2218","449","273378","0","null","null"
"","","2020-11-25","5126","90","103064","25","4","3841","0","null","null","351001","11740","14091180","2243","453","277219","0","null","null"
"","","2020-11-26","5725","88","118602","81","0","3691","0","null","null","356726","11828","14209782","2324","453","280910","0","null","null"
"","","2020-11-27","5958","99","117978","26","4","5577","0","null","null","362684","11927","14327760","2350","457","286487","0","null","null"
"","","2020-11-28","6375","77","118225","72","10","4188","0","null","null","369059","12004","14445985","2422","467","290675","0","null","null"
"","","2020-11-29","6087","52","112404","16","12","7912","0","null","null","375146","12056","14558389","2438","479","298587","0","null","null"
"","","2020-11-30","6450","104","144076","107","20","5827","0","null","null","381596","12160","14702465","2545","499","304414","0","null","null"
"","","2020-12-01","5671","89","95054","93","29","5063","0","null","null","387267","12249","14797519","2638","528","309477","0","null","null"
"","","2020-12-02","6404","113","118178","82","7","4882","0","null","null","393671","12362","14915697","2720","535","314359","0","null","null"
"","","2020-12-03","6201","83","129035","4","12","4890","0","null","null","399872","12445","15044732","2724","547","319249","0","null","null"
"","","2020-12-04","6464","96","178319","69","12","5426","0","null","null","406336","12541","15223051","2793","559","324675","0","null","null"
"","","2020-12-05","6871","87","120936","37","-7","4442","0","null","0","413207","12628","15343987","2830","552","329117","0","null","null"
"","","2020-12-06","7003","88","123139","73","0","5033","0","null","0","420210","12716","15467126","2903","552","334150","0","null","null"
"","","2020-12-07","6551","104","133508","54","18","9688","0","null","0","426761","12820","15600634","2957","570","343838","0","null","null"
"","","2020-12-08","6211","94","99643","136","17","5836","0","null","0","432972","12914","15700277","3093","587","349674","0","null","null"
"","","2020-12-09","6356","125","120693","28","20","5703","0","null","0","439328","13039","15820970","3121","607","355377","0","null","null"
"","","2020-12-10","6710","128","137784","24","10","5631","0","null","0","446038","13167","15958754","3145","617","361008","0","null","null"
"","","2020-12-11","6703","121","148587","-6","21","6591","0","null","0","452741","13288","16107341","3139","638","367599","0","null","null"
"","","2020-12-12","6596","105","133355","10","11","6083","0","null","0","459337","13393","16240696","3149","649","373682","0","null","null"
"","","2020-12-13","6497","79","120936","-9","18","4567","0","null","3900","465834","13472","16361632","3140","667","378249","0","null","3900"
"","","2020-12-14","7206","121","152071","195","-2","6647","5","0","16725","473040","13593","16513703","3335","665","384896","5","null","20625"
"","","2020-12-15","6147","114","104442","164","19","6627","718","0","3900","479187","13707","16618145","3499","684","391523","723","null","24525"
"","","2020-12-16","6557","131","128672","50","15","5525","2300","0","3900","485744","13838","16746817","3549","699","397048","3023","null","28425"
"","","2020-12-17","7036","121","136943","7","2","6713","4179","0","1950","492780","13959","16883760","3556","701","403761","7202","null","30375"
"","","2020-12-18","6689","116","150995","-50","4","7207","3972","0","0","499469","14075","17034755","3506","705","410968","11174","null","30375"
"","","2020-12-19","7014","127","135048","36","8","5813","720","0","0","506483","14202","17169803","3542","713","416781","11894","null","30375"
"","","2020-12-20","6290","65","102735","-36","6","5148","844","0","0","512773","14267","17272538","3506","719","421929","12738","null","30375"
"","","2020-12-21","6710","109","22998","110","-6","7339","8128","0","50000","519483","14376","17295536","3616","713","429268","20866","null","80375"
"","","2020-12-22","6285","104","99531","110","0","7732","5737","0","28325","525768","14480","17395067","3726","713","437000","26603","null","108700"
"","","2020-12-23","6946","178","128434","-1","-3","7167","8486","0","40950","532714","14658","17523501","3725","710","444167","35089","null","149650"
"","","2020-12-24","6687","150","139507","-31","10","5734","10309","0","0","539401","14808","17663008","3694","720","449901","45398","null","149650"
"","","2020-12-25","4180","18","16021","20","2","535","0","0","0","543581","14826","17679029","3714","722","450436","45398","null","149650"
"","","2020-12-26","5843","27","131500","20","1","1184","3019","0","0","549424","14853","17810529","3734","723","451620","48417","null","149650"
"","","2020-12-27","5818","184","138638","37","-7","8805","3863","0","0","555242","15037","17949167","3771","716","460425","52280","null","149650"
"","","2020-12-28","7528","178","78001","-24","22","12616","7169","0","98400","562770","15215","18027168","3747","738","473041","59449","null","248050"
"","","2020-12-29","6737","211","100763","29","18","9566","11014","0","17825","569507","15426","18127931","3776","756","482607","70463","null","265875"
"","","2020-12-30","8015","122","94557","404","18","7142","13679","0","3900","577522","15548","18222488","4180","774","489749","84142","null","269775"
"","","2020-12-31","8325","119","96419","7","25","5097","13440","0","0","585847","15667","18318907","4187","799","494846","97582","null","269775"
"","","2021-01-01","5018","0","16863","0","0","604","6208","0","150675","590865","15667","18335770","4187","799","495450","103790","null","420450"
"","","2021-01-02","8298","61","22215","15","8","2750","4942","0","0","599163","15728","18357985","4202","807","498200","108732","null","420450"
"","","2021-01-03","9481","167","193569","47","18","3308","5302","0","0","608644","15895","18551554","4249","825","501508","114034","null","420450"
"","","2021-01-04","7784","224","230837","14","-14","20805","23701","0","0","616428","16119","18782391","4263","811","522313","137735","null","420450"
"","","2021-01-05","7356","163","81129","194","25","5567","17462","0","0","623784","16282","18863520","4457","836","527880","155197","null","420450"
"","","2021-01-06","7914","172","114230","194","14","8148","28163","0","16380","631698","16454","18977750","4651","850","536028","183360","null","436830"
"","","2021-01-07","8168","176","132378","-59","-6","6996","36086","2173","47775","639866","16630","19110128","4592","844","543024","219446","2173","484605"
"","","2021-01-08","9208","192","150419","-38","4","7859","41208","1880","64350","649074","16822","19260547","4554","848","550883","260654","4053","548955"
"","","2021-01-09","8935","94","133273","-27","15","6279","35587","1827","0","658009","16916","19393820","4527","863","557162","296241","5880","548955"
"","","2021-01-10","7733","83","118089","-2","-1","6320","23362","4","0","665742","16999","19511909","4525","862","563482","319603","5884","548955"
"","","2021-01-11","7550","143","115570","158","7","10512","39446","0","0","673292","17142","19627479","4683","869","573994","359049","5884","548955"
"","","2021-01-12","6050","179","92930","196","6","7899","29444","162","6825","679342","17321","19720409","4879","875","581893","388493","6046","555780"
"","","2021-01-13","7192","145","116531","-11","25","8093","30716","10274","155025","686534","17466","19836940","4868","900","589986","419209","16320","710805"
"","","2021-01-14","7479","152","142791","-20","-1","8603","40283","4818","34125","694013","17618","19979731","4848","899","598589","459492","21138","744930"
"","","2021-01-15","6914","155","149568","-61","-17","8612","48195","5403","21835","700927","17773","20129299","4787","882","607201","507687","26541","766765"
"","","2021-01-16","6850","134","129432","-81","4","5992","35604","2239","15510","707777","17907","20258731","4706","886","613193","543291","28780","782275"
"","","2021-01-17","6312","147","116491","-92","-12","6973","27451","2381","40490","714089","18054","20375222","4614","874","620166","570742","31161","822765"
"","","2021-01-18","5651","115","110284","31","-9","7910","43924","749","33000","719740","18169","20485506","4645","865","628076","614666","31910","855765"
"","","2021-01-19","4837","150","77754","38","5","7263","38987","5279","39975","724577","18319","20563260","4683","870","635339","653653","37189","895740"
"","","2021-01-20","5612","195","117338","-71","0","7873","42589","16039","29625","730189","18514","20680598","4612","870","643212","696242","53228","925365"
"","","2021-01-21","6322","170","135162","-122","-11","7074","42622","10136","13685","736511","18684","20815760","4490","859","650286","738864","63364","939050"
"","","2021-01-22","5947","191","138692","-95","-8","7328","37742","10773","183400","742458","18875","20954452","4395","851","657614","776606","74137","1122450"
"","","2021-01-23","5399","135","127099","-51","21","5917","24632","8620","0","747857","19010","21081551","4344","872","663531","801238","82757","1122450"
"","","2021-01-24","4897","106","101163","-140","-5","5371","15213","5124","0","752754","19116","21182714","4204","867","668902","816451","87881","1122450"
"","","2021-01-25","4897","171","106080","-39","-6","6752","23498","12400","0","757651","19287","21288794","4165","861","675654","839949","100281","1122450"
"","","2021-01-26","3953","152","70845","50","-13","7136","28505","14172","0","761604","19439","21359639","4215","848","682790","868454","114453","1122450"
"","","2021-01-27","4443","125","116573","-128","9","5939","22870","-32257","0","766047","19564","21476212","4087","857","688729","891324","82196","1122450"
"","","2021-01-28","4639","121","133014","-112","-23","5240","24703","9748","0","770686","19685","21609226","3975","834","693969","916027","91944","1122450"
"","","2021-01-29","5007","161","144420","-85","-6","5915","21172","9231","0","775693","19846","21753646","3890","828","699884","937199","101175","1122450"
"","","2021-01-30","4316","124","110441","-93","-26","5174","15013","8326","0","780009","19970","21864087","3797","802","705058","952212","109501","1122450"
"","","2021-01-31","4431","72","101919","-180","-6","4549","5017","2389","0","784440","20042","21966006","3617","796","709607","957229","111890","1122450"
"","","2021-02-01","3980","117","95739","-7","-6","6052","18263","4427","0","788420","20159","22061745","3610","790","715659","975492","116317","1122450"
"","","2021-02-02","2601","106","82732","39","-19","2642","12710","4770","30225","791021","20265","22144477","3649","771","718301","988202","121087","1152675"
"","","2021-02-03","3143","115","102402","-163","-15","5335","13266","9046","5265","794164","20380","22246879","3486","756","723636","1001468","130133","1157940"
"","","2021-02-04","4219","131","133446","-54","-19","3994","18598","12304","2925","798383","20511","22380325","3432","737","727630","1020066","142437","1160865"
"","","2021-02-05","4007","114","122731","-120","-13","4205","22835","13066","39975","802390","20625","22503056","3312","724","731835","1042901","155503","1200840"
"","","2021-02-06","3683","79","116570","-124","-16","2799","21469","13484","52300","806073","20704","22619626","3188","708","734634","1064370","168987","1253140"
"","","2021-02-07","3518","69","102057","-130","5","3465","12927","7597","0","809591","20773","22721683","3058","713","738099","1077297","176584","1253140"
"","","2021-02-08","3038","57","89143","-29","-6","10634","21449","10850","20875","812629","20830","22810826","3029","707","748733","1098746","187434","1274015"
"","","2021-02-09","2662","83","68610","-32","-36","5382","25771","16625","4000","815291","20913","22879436","2997","671","754115","1124517","204059","1278015"
"","","2021-02-10","3246","96","99073","-22","-2","3896","29760","19932","45400","818537","21009","22978509","2975","669","758011","1154277","223991","1323415"
"","","2021-02-11","3044","89","128235","-159","-34","4808","32412","20109","122510","821581","21098","23106744","2816","635","762819","1186689","244100","1445925"
"","","2021-02-12","3585","77","128464","-178","-21","3817","35150","22726","0","825166","21175","23235208","2638","614","766636","1221839","266826","1445925"
"","","2021-02-13","3483","70","109032","-30","-20","2695","33237","20644","0","828649","21245","23344240","2608","594","769331","1255076","287470","1445925"
"","","2021-02-14","2390","29","93093","-105","-1","2537","17824","14262","1675","831039","21274","23437333","2503","593","771868","1272900","301732","1447600"
"","","2021-02-15","2454","23","34589","5","5","1687","9861","8250","0","833493","21297","23471922","2508","598","773555","1282761","309982","1447600"
"","","2021-02-16","2914","102","97948","23","7","8108","26157","17788","0","836407","21399","23569870","2531","605","781663","1308918","327770","1447600"
"","","2021-02-17","2646","44","83357","-27","0","3213","20480","15653","91260","839053","21443","23653227","2504","605","784876","1329398","343423","1538860"
"","","2021-02-18","3293","70","121591","-7","-32","3425","27025","19709","227175","842346","21513","23774818","2497","573","788301","1356423","363132","1766035"
"","","2021-02-19","3265","73","124887","-122","-14","3609","47850","24562","85675","845611","21586","23899705","2375","559","791910","1404273","387694","1851710"
"","","2021-02-20","3074","46","106798","-40","-16","2877","49707","16772","0","848685","21632","24006503","2335","543","794787","1453980","404466","1851710"
"","","2021-02-21","2776","41","88097","-61","12","2707","42397","13012","0","851461","21673","24094600","2274","555","797494","1496377","417478","1851710"
"","","2021-02-22","2979","47","83236","-1","10","3984","61733","32068","0","854440","21720","24177836","2273","565","801478","1558110","449546","1851710"
"","","2021-02-23","2766","52","66127","87","9","3157","48362","18226","152100","857206","21772","24243963","2360","574","804635","1606472","467772","2003810"
"","","2021-02-24","2909","41","115377","-105","14","3055","46090","14275","49140","860115","21813","24359340","2255","588","807690","1652562","482047","2052950"
"","","2021-02-25","3254","46","125704","-62","-14","3248","58893","16813","13450","863369","21859","24485044","2193","574","810938","1711455","498860","2066400"
"","","2021-02-26","3205","56","126067","-30","-2","3042","67251","13115","375470","866574","21915","24611111","2163","572","813980","1778706","511975","2441870"
"","","2021-02-27","3074","47","104506","-37","-19","2319","61729","7807","0","869648","21962","24715617","2126","553","816299","1840435","519782","2441870"
"","","2021-02-28","2728","25","95146","-57","15","2317","46624","5243","0","872376","21987","24810763","2069","568","818616","1887059","525025","2441870"
"","","2021-03-01","2949","26","90577","45","3","3908","59141","13214","16400","875325","22013","24901340","2114","571","822524","1946200","538239","2458270"
"","","2021-03-02","2511","32","70989","52","7","3212","72038","9965","56380","877836","22045","24972329","2166","578","825736","2018238","548204","2514650"
"","","2021-03-03","2732","46","114010","-28","-19","3006","73462","6223","328000","880568","22091","25086339","2138","559","828742","2091700","554427","2842650"
"","","2021-03-04","3084","61","125638","-27","0","2923","77717","4455","9360","883652","22152","25211977","2111","559","831665","2169417","558882","2852010"
"","","2021-03-05","3254","35","125644","-31","-9","3144","85757","3089","79560","886906","22187","25337621","2080","550","834809","2255174","561971","2931570"
"","","2021-03-06","2938","21","102828","-49","-5","2391","74448","2246","0","889844","22208","25440449","2031","545","837200","2329622","564217","2931570"
"","","2021-03-07","2886","21","88927","-28","-8","1811","57567","1502","7000","892730","22229","25529376","2003","537","839011","2387189","565719","2938570"
"","","2021-03-08","3268","37","104373","19","4","4323","86679","9883","0","895998","22266","25633749","2022","541","843334","2473868","575602","2938570"
"","","2021-03-09","2786","54","72295","64","17","3101","69385","3430","159410","898784","22320","25706044","2086","558","846435","2543253","579032","3097980"
"","","2021-03-10","3155","26","173879","-20","-8","2930","78036","4451","586410","901939","22346","25879923","2066","550","849365","2621289","583483","3684390"
"","","2021-03-11","3549","42","-681","-20","-1","2793","98028","4168","200880","905488","22388","25879242","2046","549","852158","2719317","587651","3885270"
"","","2021-03-12","3388","32","184928","-20","-4","3458","110847","3023","450","908876","22420","26064170","2026","545","855616","2830164","590674","3885720"
"","","2021-03-13","2983","27","102133","13","-7","2441","103843","2657","96500","911859","22447","26166303","2039","538","858057","2934007","593331","3982220"
"","","2021-03-14","3670","26","88847","-104","4","2355","92658","2002","0","915529","22473","26255150","1935","542","860412","3026665","595333","3982220"
"","","2021-03-15","2725","23","100257","134","27","3779","124640","5585","0","918254","22496","26355407","2069","569","864191","3151305","600918","3982220"
"","","2021-03-16","3434","15","67101","59","-1","1610","120004","4003","302870","921688","22511","26422508","2128","568","865801","3271309","604921","4285090"
"","","2021-03-17","3310","33","110170","-20","20","4885","138687","5150","96020","924998","22544","26532678","2108","588","870686","3409996","610071","4381110"
"","","2021-03-18","3695","32","124708","-23","-3","2936","156332","5610","392060","928693","22576","26657386","2085","585","873622","3566328","615681","4773170"
"","","2021-03-19","4221","36","119930","17","5","3154","162984","5920","300","932914","22612","26777316","2102","590","876776","3729312","621601","4773470"
"","","2021-03-20","4073","24","103825","10","-8","2779","133373","4613","0","936987","22636","26881141","2112","582","879555","3862685","626214","4773470"
"","","2021-03-21","3626","23","95046","0","9","2441","91600","3742","0","940613","22659","26976187","2112","591","881996","3954285","629956","4773470"
"","","2021-03-22","3999","44","88463","81","3","4281","146273","3556","0","944612","22703","27064650","2193","594","886277","4100558","633512","4773470"
"","","2021-03-23","3699","22","72684","94","31","5307","122714","3915","817830","948311","22725","27137334","2287","625","891584","4223272","637427","5591300"
"","","2021-03-24","4014","25","125455","-9","14","903","170604","4944","274950","952325","22750","27262789","2278","639","892487","4393876","642371","5866250"
"","","2021-03-25","5245","31","129820","15","-4","3423","190074","6620","308158","957570","22781","27392609","2293","635","895910","4583950","648991","6174408"
"","","2021-03-26","5221","36","124259","-20","34","3719","216981","8300","33122","962791","22817","27516868","2273","669","899629","4800931","657291","6207530"
"","","2021-03-27","4933","22","113589","70","4","2494","166566","5364","0","967724","22839","27630457","2343","673","902123","4967497","662655","6207530"
"","","2021-03-28","5265","20","101312","-74","6","3184","146438","3978","0","972989","22859","27731769","2269","679","905307","5113935","666633","6207530"
"","","2021-03-29","4960","21","104145","-48","20","4849","187299","5581","16400","977949","22880","27835914","2221","699","910156","5301234","672214","6223930"
"","","2021-03-30","4922","33","84093","285","5","3566","169650","7255","748319","982871","22913","27920007","2506","704","913722","5470884","679469","6972249"
"","","2021-03-31","5809","46","126662","10","8","4506","219496","6505","183520","988680","22959","28046669","2516","712","918228","5690380","685974","7155769"
"","","2021-04-01","1274","9","45370","7","36","744","137914","4001","282101","989954","22968","28092039","2523","748","918972","5828294","689975","7437870"
