"province","last_updated","data__date","data__change_cases","data__change_fatalities","data__change_tests","data__change_hospitalizations","data__change_criticals","data__change_recoveries","data__change_vaccinations","data__change_vaccinated","data__change_vaccines_distributed","data__total_cases","data__total_fatalities","data__total_tests","data__total_hospitalizations","data__total_criticals","data__total_recoveries","data__total_vaccinations","data__total_vaccinated","data__total_vaccines_distributed"
"","","2021-02-05","1654","63","62710","-58","2","1216","7694","6854","26325","279975","6453","9798941","1043","325","254285","362749","87831","437975"
"","","2021-02-06","1340","22","62341","-22","0","681","9917","8742","0","281315","6475","9861282","1021","325","254966","372666","96573","437975"
"","","2021-02-07","1339","23","51658","-95","10","1281","6518","5171","0","282654","6498","9912940","926","335","256247","379184","101744","437975"
"","","2021-02-08","1336","34","28303","-25","0","3988","6987","4419","0","283990","6532","9941243","901","335","260235","386171","106163","437975"
"","","2021-02-09","997","26","30798","8","-17","3171","12462","9366","0","284987","6558","9972041","909","318","263406","398633","115529","437975"
"","","2021-02-10","1143","42","52504","39","-5","1579","13486","10196","27300","286130","6600","10024545","948","313","264985","412119","125725","465275"
"","","2021-02-11","814","23","68812","-65","-14","2559","14717","11263","58400","286944","6623","10093357","883","299","267544","426836","136988","523675"
"","","2021-02-12","1510","21","62012","-120","-4","1360","15605","14294","0","288454","6644","10155369","763","295","268904","442441","151282","523675"
"","","2021-02-13","1285","23","58760","23","-8","862","14506","13025","0","289739","6667","10214129","786","287","269766","456947","164307","523675"
"","","2021-02-14","511","6","48701","-81","5","734","10679","10336","0","290250","6673","10262830","705","292","270500","467626","174643","523675"
"","","2021-02-15","965","5","0","0","0","0","7698","7494","0","291215","6678","10262830","705","292","270500","475324","182137","523675"
"","","2021-02-16","1359","42","57360","37","0","4376","5053","4797","0","292574","6720","10320190","742","292","274876","480377","186934","523675"
"","","2021-02-17","892","16","33977","-23","6","1117","9107","8432","0","293466","6736","10354167","719","298","275993","489484","195366","523675"
"","","2021-02-18","1014","51","56165","39","-21","1052","12383","10436","156780","294480","6787","10410332","758","277","277045","501867","205802","680455"
"","","2021-02-19","1324","42","65372","-69","-8","1505","16967","11913","2800","295804","6829","10475704","689","269","278550","518834","217715","683255"
"","","2021-02-20","1089","20","57194","10","-6","1123","21295","11436","0","296893","6849","10532898","699","263","279673","540129","229151","683255"
"","","2021-02-21","1031","10","48178","-39","14","1081","16404","6771","0","297924","6859","10581076","660","277","280754","556533","235922","683255"
"","","2021-02-22","1147","9","31163","-14","3","1039","12922","4747","0","299071","6868","10612239","646","280","281793","569455","240669","683255"
"","","2021-02-23","998","25","25979","72","3","959","16252","6373","0","300069","6893","10638218","718","283","282752","585707","247042","683255"
"","","2021-02-24","1104","5","54852","-43","4","1251","17141","4548","0","301173","6898","10693070","675","287","284003","602848","251590","683255"
"","","2021-02-25","1295","11","66351","12","-4","1251","19112","3859","0","302468","6909","10759421","687","283","285254","621960","255449","683255"
"","","2021-02-26","1280","34","64049","-4","1","1026","21805","2565","220030","303748","6943","10823470","683","284","286280","643765","258014","903285"
"","","2021-02-27","1009","18","59416","-3","-8","978","24339","2958","0","304757","6961","10882886","680","276","287258","668104","260972","903285"
"","","2021-02-28","970","11","49185","-53","13","943","19167","1131","0","305727","6972","10932071","627","289","288201","687271","262103","903285"
"","","2021-03-01","1152","9","35015","32","-9","1029","17424","1111","0","306879","6981","10967086","659","280","289230","704695","263214","903285"
"","","2021-03-02","1023","15","30767","18","4","1327","22326","1682","0","307902","6996","10997853","677","284","290557","727021","264896","903285"
"","","2021-03-03","878","3","52613","-9","-10","1022","27398","1814","183460","308780","6999","11050466","668","274","291579","754419","266710","1086745"
"","","2021-03-04","1241","25","65643","-19","7","1183","30409","1408","0","310021","7024","11116109","649","281","292762","784828","268118","1086745"
"","","2021-03-05","1139","16","64748","-6","-1","1216","35886","945","0","311160","7040","11180857","643","280","293978","820714","269063","1086745"
"","","2021-03-06","1058","6","57829","-23","-2","1070","39698","1562","0","312218","7046","11238686","620","278","295048","860412","270625","1086745"
"","","2021-03-07","1165","10","46586","-14","-5","746","30192","1182","0","313383","7056","11285272","606","273","295794","890604","271807","1086745"
"","","2021-03-08","1854","10","38063","20","9","1293","21882","1869","0","315237","7066","11323335","626","282","297087","912486","273676","1086745"
"","","2021-03-09","1149","32","33264","63","8","1128","31047","2517","0","316386","7098","11356599","689","290","298215","943533","276193","1086745"
"","","2021-03-10","1250","11","114768","-11","-9","1215","35264","3011","367660","317636","7109","11471367","678","281","299430","978797","279204","1454405"
"","","2021-03-11","1623","16","-60619","2","-4","1151","40610","2510","2600","319259","7125","11410748","680","277","300581","1019407","281714","1457005"
"","","2021-03-12","1283","17","125230","-4","5","1248","43503","1034","0","320542","7142","11535978","676","282","301829","1062910","282748","1457005"
"","","2021-03-13","1485","8","58431","13","-7","1103","53586","1938","0","322027","7150","11594409","689","275","302932","1116496","284686","1457005"
"","","2021-03-14","1415","12","47618","-88","7","1045","41859","929","0","323442","7162","11642027","601","282","303977","1158355","285615","1457005"
"","","2021-03-15","1147","0","33975","98","16","1018","33198","1668","0","324589","7162","11676002","699","298","304995","1191553","287283","1457005"
"","","2021-03-16","1687","2","28526","62","-6","-235","51579","1635","174330","326276","7164","11704528","761","292","304760","1243132","288918","1631335"
"","","2021-03-17","1447","12","49128","-20","8","3120","58202","1741","0","327723","7176","11753656","741","300","307880","1301334","290659","1631335"
"","","2021-03-18","1639","12","58560","-11","4","1265","58119","1610","148800","329362","7188","11812216","730","304","309145","1359453","292269","1780135"
"","","2021-03-19","1750","19","56134","29","5","1380","61146","2480","0","331112","7207","11868350","759","309","310525","1420599","294749","1780135"
"","","2021-03-20","1894","9","52083","6","-7","1500","60283","2385","0","333006","7216","11920433","765","302","312025","1480882","297134","1780135"
"","","2021-03-21","1550","8","49233","-5","3","1284","40823","1415","0","334556","7224","11969666","760","305","313309","1521705","298549","1780135"
"","","2021-03-22","1920","7","31089","53","-7","1399","31335","748","0","336476","7231","12000755","813","298","314708","1553040","299297","1780135"
"","","2021-03-23","1642","12","32556","55","26","3458","50659","1746","466830","338118","7243","12033311","868","324","318166","1603699","301043","2246965"
"","","2021-03-24","1535","11","51962","25","9","-803","72451","1621","0","339653","7254","12085273","893","333","317363","1676150","302664","2246965"
"","","2021-03-25","2433","17","60077","1","-1","1414","79446","1722","106700","342086","7271","12145350","894","332","318777","1755596","304386","2353665"
"","","2021-03-26","2297","12","53436","19","27","1775","82996","1987","0","344383","7283","12198786","913","359","320552","1838592","306373","2353665"
"","","2021-03-27","2049","12","61005","72","6","1238","77740","1928","0","346432","7295","12259791","985","365","321790","1916332","308301","2353665"
"","","2021-03-28","2587","11","50227","-68","1","1999","64950","984","0","349019","7306","12310018","917","366","323789","1981282","309285","2353665"
"","","2021-03-29","2484","11","39470","-76","16","1700","50453","1963","0","351503","7317","12349488","841","382","325489","2031735","311248","2353665"
"","","2021-03-30","2348","21","36071","249","5","1373","70645","2641","466830","353851","7338","12385559","1090","387","326862","2102380","313889","2820495"
"","","2021-03-31","2623","28","52532","21","9","2463","89873","1931","0","356474","7366","12438091","1111","396","329325","2192253","315820","2820495"
"","","2021-04-01","0","0","0","5","37","0","84060","1895","5300","356474","7366","12438091","1116","433","329325","2276313","317715","2825795"
